insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('72-2643518', 'Carmen', 'Kinsman', '43', '903 701 1625', '7575305918');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('38-6494678', 'Mooirivier', 'Mosinee', '44', '985 477 2352', '5801407361');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('78-0415355', 'Yingtou', 'Bay', '1857', '651 153 5045', '1964229423');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('76-0359503', 'Alabat', 'Bunting', '93915', '868 568 4799', '1902445000');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('82-1824363', 'Udobnaya', 'Jana', '33605', '785 298 4006', '2024511557');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('95-8061624', 'Khvorostyanka', 'Sugar', '15095', '832 266 7941', '6725192392');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('84-9632964', 'Harhorin', 'Grover', '378', '262 589 2888', '4816298129');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('34-4180858', 'Kalian', 'Arapahoe', '017', '785 732 5452', '4641695620');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('17-8312058', 'Zaozerne', 'North', '3248', '290 440 2471', '9383641434');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('36-4865163', 'Lianshan', 'Hooker', '945', '436 940 3351', '1563231006');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('90-3632508', 'Bernardo de Irigoyen', '6th', '6', '146 789 4537', '3414675307');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('44-5370196', 'Osogbo', 'Heffernan', '124', '750 903 6848', '5336407297');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('53-5818346', 'Longshan', 'Sommers', '3', '632 310 0130', '4825507856');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('51-4920463', 'Taiyuan', 'Butternut', '4783', '522 250 1885', '7444971154');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('60-0005586', 'Diamante', 'Tennyson', '7', '584 580 0119', '5485168261');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('31-7658560', 'Tenkodogo', 'Lindbergh', '6755', '220 189 2151', '9113460963');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('14-4376223', 'Colonia Nicolich', 'Namekagon', '2', '220 119 8249', '1829591232');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('47-4878485', 'Hilversum', 'Shelley', '83853', '197 871 9299', '6886805003');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('26-0254737', 'Saint Croix', 'Clarendon', '0190', '579 975 2245', '9524723356');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('44-8527237', 'Dayin', 'Briar Crest', '4', '201 533 3918', '9091935195');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('99-1256594', 'Kargasok', 'Fulton', '35', '184 440 1152', '3057794087');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('64-9940304', 'Zhushan', 'Riverside', '5', '854 939 8218', '2223561302');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('81-3078522', 'Jandir', 'Westerfield', '4721', '113 157 5441', '8447357508');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('69-7765344', 'Kamyzyak', 'John Wall', '421', '799 115 2082', '4638412883');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('44-2940245', 'Kondoa', 'Nelson', '5', '252 410 3390', '6984629573');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('59-9354103', 'Huping', 'Kings', '2', '438 625 7095', '4451621772');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('75-8433308', 'Kutacane', 'Manitowish', '9', '390 537 3156', '4155978037');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('17-4268351', 'Alavus', 'Spohn', '07', '403 299 1597', '1076737134');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('31-7355957', 'Salcedo', 'Cordelia', '1', '469 394 5089', '2533928954');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('81-1820168', 'Serra de Santa Marinha', 'Fair Oaks', '05586', '591 443 8877', '9734760184');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('09-8806856', 'Toki', 'Rusk', '00997', '200 752 3616', '7169237638');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('97-2191770', 'Dolisie', 'Rowland', '7', '704 964 4961', '7465459568');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('22-5972629', 'Marogong', 'Sullivan', '829', '568 610 1644', '2037691200');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('65-5828811', 'Clorinda', '3rd', '69', '569 505 1911', '6991048719');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('98-1476982', 'Varėna', 'Autumn Leaf', '973', '270 362 0902', '9246157493');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('92-2249045', 'Las Vegas', 'Havey', '433', '782 662 3581', '8673536234');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('03-7188916', 'Kungsbacka', 'Thackeray', '2837', '736 433 4354', '8479131633');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('68-6631620', 'Zarichchya', 'Cambridge', '4', '572 685 6763', '3373678003');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('63-5014399', 'Milówka', 'Logan', '0', '443 834 6011', '3843905985');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('72-4855519', 'Yunxiang', 'Gina', '14', '600 489 3331', '5471975027');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('27-0240799', 'Jelat', 'Golf View', '129', '918 887 3818', '5709686660');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('99-8752742', 'Almaguer', 'Steensland', '7732', '125 404 7379', '1698072502');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('26-1545652', 'Navatat', 'Gateway', '159', '124 764 4104', '8533529347');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('59-8397300', 'Tash-Kumyr', 'Judy', '4', '497 536 4328', '1399720802');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('76-8283728', 'Kuantan', 'Dorton', '45672', '548 809 0691', '9254474196');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('85-4163558', 'Dakhla', 'Bluejay', '39004', '417 104 6691', '5188975494');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('69-0398016', 'Columbus', 'Jenifer', '882', '740 932 7944', '1759852231');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('22-0080318', 'Bugarama', 'Schiller', '8717', '162 560 2629', '1984846715');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('00-6514692', 'Baláo', 'Browning', '360', '184 668 0903', '8103485844');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('40-2698186', 'Terang', 'Banding', '304', '693 635 3432', '9067365554');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('81-2088882', 'Del Pilar', 'Farragut', '152', '251 673 4512', '5631156167');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('85-8589115', 'Haduohe', 'Caliangt', '309', '766 101 4555', '2995671357');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('97-7781934', 'Zamora', 'Express', '55', '785 460 6951', '8848984790');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('15-9943761', 'Kota Kinabalu', 'Longview', '07', '298 965 2762', '7232924238');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('96-2450372', 'Nyangao', 'Ronald Regan', '66868', '854 267 6514', '3253909886');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('98-5275646', 'Shiquanhe', 'Harper', '80', '232 419 5961', '4593643517');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('30-6156661', 'Zhencheng', 'Logan', '63269', '308 717 2416', '9134219149');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('25-7354132', 'Gaoliang', 'Cardinal', '27', '734 149 8872', '1051585264');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('73-3048494', 'Kebonkai', 'Dovetail', '3', '525 958 4009', '9183893766');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('69-4004257', 'Banqiao', 'Carberry', '50', '308 507 9970', '4839245696');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('81-7072083', 'Malamig', 'Mandrake', '8126', '898 453 2528', '8296758725');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('33-7460304', 'General Enrique Mosconi', 'Bunting', '0', '148 583 9541', '4319106811');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('06-0882841', 'Patquía', 'Buell', '78742', '435 944 4758', '5975040066');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('83-7448420', 'Muonio', 'Bultman', '27727', '839 583 1211', '2989534284');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('52-8468220', 'Mitsuke', 'Anthes', '4553', '891 516 2832', '2723075998');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('24-9695025', 'Lamego', 'Lillian', '12332', '491 789 4716', '9041095918');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('37-4573936', 'Hangzhou', 'Cambridge', '6', '747 634 9408', '9865844665');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('85-7063433', 'Tauranga', 'Tomscot', '678', '619 601 5693', '3774600657');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('84-2740922', 'Ljungby', 'Fulton', '9', '726 866 5762', '2211743400');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('92-0644674', 'Ermelo', 'Linden', '829', '816 623 3708', '9835112463');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('46-7293453', 'Changjiang', 'Eliot', '741', '948 597 5301', '2448144002');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('85-0588219', 'Kommunisticheskiy', 'Kensington', '0', '954 815 9278', '9914061626');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('72-5146014', 'Ma’an', 'Warrior', '7', '677 274 9354', '1332298394');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('41-1508106', 'Malway', 'Washington', '9', '638 112 2299', '8018935846');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('71-8055269', 'Krzyżanowice', 'Marcy', '45', '625 221 2332', '3052627059');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('01-1961915', 'Chunmuying', 'Ramsey', '13386', '638 612 6330', '8717580799');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('70-9739281', 'Mantampay', 'Division', '3896', '405 227 8911', '5551373311');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('80-9534001', 'Tríkala', 'Cambridge', '00', '102 827 0765', '9053279401');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('53-0560737', 'Laslovo', 'Sherman', '6', '887 128 0855', '4838345677');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('73-2834443', 'Bom Jesus do Itabapoana', 'Florence', '2', '374 686 5433', '3108913571');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('71-3405957', 'Simuay', 'John Wall', '4', '414 781 7277', '8993426649');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('20-8460317', 'Secang Barat', 'Browning', '981', '455 258 2020', '3861979381');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('21-4385914', 'Lhuentse', 'Springview', '50', '669 462 4734', '2899525334');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('27-8854383', 'Silver Spring', 'Nova', '2', '240 240 7985', '4537835343');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('01-6255116', 'Blimbing', 'Buena Vista', '43', '225 484 1855', '8709639337');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('65-8306570', 'Dorchester', 'Amoth', '225', '857 531 8106', '3428238901');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('11-4701272', 'São Joaquim da Barra', 'Boyd', '084', '338 576 1460', '8887162486');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('61-5643823', 'Reisjärvi', 'Bellgrove', '42', '570 569 5913', '1058567097');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('24-2367319', 'Sơn Trà', 'Hanover', '5', '881 101 3679', '4973062011');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('42-9387511', 'Skanör', 'Fordem', '30410', '551 383 4882', '9276587448');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('82-5752867', 'Mnich', 'Carioca', '8370', '954 619 2000', '9265738197');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('40-2823195', 'Longguang', 'High Crossing', '42002', '585 655 7953', '1628396855');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('08-3737451', 'Nowosielce-Gniewosz', 'Hintze', '1', '482 675 7477', '8147177293');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('07-8738037', 'Złota', 'Logan', '22', '787 112 2815', '4792810830');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('72-1810025', 'Virojoki', 'Larry', '5', '668 994 1619', '1366938462');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('14-9547604', 'Changling', 'Park Meadow', '35698', '922 428 8326', '6668798934');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('61-1467519', 'Laojunpo', 'Mallory', '30', '698 285 5430', '2135084627');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('79-6602663', 'Gambang', 'Transport', '64', '747 196 6671', '3841096633');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('69-7546031', 'Pagak Kulon', 'Kropf', '705', '306 936 2438', '2631363985');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('63-5455367', 'Kadubamban', 'Eggendart', '0954', '167 270 9947', '9734908305');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('57-0649149', 'Yumani', 'Annamark', '7', '510 356 5935', '3334182075');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('90-4987376', 'Dukou', 'Summer Ridge', '45975', '233 771 3154', '8035599306');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('26-9551969', 'Lumby', 'Birchwood', '586', '288 622 5167', '7564584777');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('27-7470251', 'Queniquea', 'Darwin', '25', '895 559 4038', '7667694777');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('36-6990080', 'Lemery', 'Maywood', '32469', '656 559 6972', '5402616643');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('29-4203861', 'Mombasa', 'Huxley', '65754', '223 218 7870', '9902087743');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('71-7092316', 'Kutno', 'Roxbury', '0710', '861 146 4481', '5308092022');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('90-1708955', 'Lalagsan', 'Sherman', '8', '935 965 6716', '7702406208');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('66-7697818', 'Hualin', 'Burrows', '28', '363 177 5864', '1055709117');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('15-9139108', 'Zhouling', 'Garrison', '8020', '281 838 2711', '8239720274');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('90-1264698', 'Qal‘ah-ye Kūf', 'High Crossing', '8', '707 774 2508', '5942979362');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('53-8841985', 'Igede-Ekiti', 'Myrtle', '9215', '500 342 5755', '8053336197');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('42-2936832', 'Metallostroy', 'Basil', '627', '192 465 9135', '4172471017');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('27-4849246', 'Pasargunung', 'Caliangt', '4', '892 668 9431', '1448179181');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('23-4305375', 'Leeuwarden', 'Arrowood', '8', '735 642 9639', '3163588902');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('56-8939534', 'Al Jafr', 'Monica', '2877', '261 602 9794', '5241991752');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('83-0405797', 'Gornji Milanovac', 'Westerfield', '4', '886 959 1570', '3463940665');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('94-8937074', 'Hanfeng', 'Morningstar', '252', '404 882 4619', '4604260326');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('61-6487351', 'Ruukki', 'Ridgeview', '8757', '369 842 4307', '9613476766');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('96-8397056', 'Talayan', 'Bonner', '7981', '422 642 3165', '7131532166');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('73-1825347', 'Sebadelhe', 'Summerview', '9219', '875 465 6553', '6945499895');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('75-3093186', 'Czarnocin', 'Merchant', '8444', '782 565 4843', '8171102821');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('57-2397971', 'Ganzhou', 'Warrior', '24', '758 282 0180', '6997529570');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('22-8320850', 'Sambogunung', 'Kipling', '9810', '969 270 3839', '7494483255');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('93-6544451', 'Bibis', 'Morningstar', '638', '551 823 3085', '1548552646');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('81-7509809', 'Milín', 'Union', '10', '652 877 4078', '3749240236');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('12-3964001', 'Gnosjö', 'Shasta', '4612', '538 441 6162', '7581568516');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('63-5627047', 'Mali Iđoš', 'Arkansas', '41607', '241 780 6049', '3575117866');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('44-5238174', 'Taichung', 'Anniversary', '8691', '561 304 9059', '7714734521');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('82-3803738', 'Rawuk', 'Montana', '9328', '564 592 4667', '4644248360');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('62-5888859', 'Obigarm', 'Eliot', '2', '617 658 5979', '6545245047');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('12-6806635', 'Beizhouzi', 'Sommers', '770', '405 890 6312', '3409623716');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('89-4386563', 'Sakai-nakajima', 'Becker', '86035', '306 180 0547', '3699522827');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('55-0620418', '‘Arab ar Rashāydah', 'Logan', '865', '915 459 8598', '3362583828');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('47-1192601', 'Ishinomaki', 'Brickson Park', '69909', '298 933 1827', '1524996105');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('58-6606898', 'Balun', 'Stone Corner', '155', '321 767 4737', '7998378900');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('10-3497023', 'Samayac', 'Truax', '8188', '217 601 2495', '4021047270');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('78-1929420', 'Västerhaninge', 'Packers', '527', '885 634 5853', '2816880006');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('68-2188447', 'Rokietnica', 'Eagan', '22161', '268 697 9622', '9431359114');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('98-9501238', 'Gramoteino', 'Northview', '58', '215 981 0170', '3801867746');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('80-8538367', 'Ulricehamn', 'Thackeray', '1723', '602 359 2100', '9374929562');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('31-4642731', 'Hernani', 'Anderson', '1837', '596 817 7538', '8724677138');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('12-5477426', 'Paynjuwayn', 'Barnett', '967', '219 258 0686', '6121446050');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('86-7124230', 'Perístasi', 'Helena', '69', '246 138 6212', '5827021432');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('09-1703717', 'El Cuy', 'Vermont', '718', '770 695 5655', '8699716741');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('28-7600323', 'Iballë', 'Fisk', '1', '619 720 4439', '6183651906');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('67-7923240', 'Kruisfontein', 'Barnett', '350', '978 584 8896', '1169115461');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('77-7608365', 'Hüremt', 'Longview', '88879', '829 233 0489', '5352858713');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('62-3070416', 'Tibiri', 'Burning Wood', '61', '363 507 4351', '2467839836');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('09-9592627', 'Liudong', 'Anthes', '19', '702 732 8621', '4812251316');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('11-6444048', 'Kayes', 'Fairfield', '5', '331 913 8836', '1801915513');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('96-4445020', 'Balgarevo', 'Almo', '5', '837 287 3535', '5259379535');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('43-8789421', 'Morro Agudo', 'Acker', '20', '215 989 0407', '5659981599');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('47-4506301', 'Kadupayung', 'Prairieview', '47', '353 718 8529', '5227862972');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('53-1562128', 'Figueira', 'Bowman', '02647', '413 769 1130', '7173049502');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('38-5659637', 'Eindhoven', 'Burning Wood', '30547', '993 348 6268', '6557940080');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('03-7872646', 'Loúros', 'Clyde Gallagher', '817', '461 538 2631', '2934978472');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('66-5930548', 'Presidente Bernardes', 'Maple Wood', '2286', '806 915 0269', '2252450670');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('43-8404125', 'Fershampenuaz', 'Manley', '0954', '605 786 5718', '3405173750');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('26-7094530', 'Miraflores', 'Rusk', '2', '517 164 7887', '1694911763');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('45-9940924', 'Dali', 'Fairfield', '39', '835 124 8929', '1122779870');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('90-4739320', 'Guihing Proper', 'Gulseth', '46', '893 602 8638', '7661371123');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('94-6186194', 'Itacurubí del Rosario', 'Troy', '08', '942 334 0046', '7421456788');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('14-7918251', 'Guagua', 'Garrison', '9965', '859 940 2417', '5882852215');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('68-0220815', 'Virden', 'Michigan', '43', '367 985 8754', '1133241124');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('81-5654295', 'Abejorral', 'Petterle', '1', '167 844 4776', '1781148887');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('57-3374711', 'Magtangol', 'Golf View', '98263', '563 204 5821', '4177223215');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('72-8562648', 'Beiguoyuan', 'Emmet', '8', '388 933 9897', '5854076624');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('84-3010401', 'Huapi', 'Dennis', '545', '253 994 2802', '3938931173');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('89-4888945', 'Ḩammām Wāşil', 'Dapin', '4906', '232 905 5818', '2506215810');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('10-9124713', 'Iñapari', 'Kipling', '8087', '928 181 4192', '4278328020');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('79-5689387', 'Dragomer', '4th', '05359', '765 415 5041', '4575747186');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('09-8267510', 'Štitar', 'Buena Vista', '5', '103 190 5944', '3967572742');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('01-3487657', 'Bayanbulag', 'Lighthouse Bay', '30436', '456 441 2564', '2102797018');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('73-3182762', 'Banes', 'Sutherland', '6813', '610 845 2737', '3121728047');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('96-6662067', 'Šentilj v Slov. Goricah', 'Packers', '2826', '375 860 4334', '6219420464');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('81-3160492', 'Novaya Chigla', 'Burning Wood', '6', '986 391 9281', '9464723686');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('69-7123744', 'Danglang Hudong', 'Leroy', '69', '905 546 5549', '5102005758');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('73-0895477', 'Ballymun', 'Cambridge', '63', '854 903 1056', '1385626101');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('97-5462941', 'Hŭngju-dong', 'Summit', '440', '325 155 8396', '6652170530');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('59-5145893', 'Lishan', 'Pawling', '293', '913 429 0027', '8493208169');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('38-7688201', 'Crossfield', 'Stuart', '6', '655 831 4731', '9311465381');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('53-3094139', 'Dianshui', 'Pepper Wood', '6', '817 997 0003', '3286882082');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('45-6524938', 'Youludu Sibage', 'Glacier Hill', '9161', '978 197 5281', '6447257020');
insert into proprietario (id_proprietario, citta, via, ncivico, telefono, fax) values ('98-7571714', 'Tsil’na', 'Annamark', '9205', '290 322 9904', '2545346009');
